Customer ID,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn,Age,Under 30,Married,Number of Dependents,Location ID,Population,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Tenure Bins,Satisfaction Score Label
0506-YLVKJ,36.545353,-119.338535,Male,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,Yes,Mailed check,20.2,917.45,No,0,54,No,Yes,1,GZGQDZ3673,306,Yes,1,No Offer,45.92,0,No,No,No,No,0.0,0,2112.32,3029.77,3,"(24, 48]",3
8661-BOYNW,36.993666,-119.348267,Female,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,6096.45,No,0,38,No,Yes,0,REDWEO3936,2633,Yes,1,Offer A,5.25,28,Yes,Yes,Yes,Yes,0.0,0,378.0,6474.45,3,"(60, 72]",3
4815-GBTCD,37.287758,-119.548156,Female,No,Yes,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,99.95,No,0,55,No,Yes,0,JHTXOQ3266,327,Yes,1,No Offer,0.0,29,No,No,No,Yes,0.0,0,0.0,99.95,4,"(0, 12]",4
2805-AUFQN,36.456091,-119.486225,Female,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Credit card (automatic),19.8,475.2,No,0,42,No,No,0,UFWPNG7722,646,No,0,Offer C,13.93,0,No,No,No,No,0.0,0,348.25,823.45,3,"(24, 48]",3
0980-PVMRC,36.719141,-119.202677,Female,No,Yes,Yes,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,2036.55,No,0,27,Yes,Yes,3,XDXDFU8688,3146,No,0,No Offer,0.0,52,No,No,Yes,Yes,0.0,0,0.0,2036.55,3,"(24, 48]",3
7233-DRTRF,36.749403,-119.787574,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05,No,0,47,No,Yes,0,JPJZQS7914,13858,Yes,1,No Offer,17.75,15,Yes,No,Yes,Yes,0.0,0,1118.25,7562.3,4,"(60, 72]",4
3873-NFTGI,36.768774,-119.762633,Male,No,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,767.55,No,0,54,No,No,0,TOGXZE6639,31180,No,0,Offer D,18.48,21,No,No,No,Yes,0.0,0,258.72,1026.27,4,"(12, 24]",4
1162-ECVII,36.799648,-119.801247,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,7932.5,No,0,66,No,Yes,0,TVLWNH1832,26580,Yes,1,Offer A,18.74,14,Yes,Yes,Yes,No,0.0,140,1349.28,9421.78,4,"(60, 72]",4
7048-GXDAY,36.78724,-119.827813,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,4040.65,No,0,55,No,No,0,OQYZKE4542,35451,No,0,Offer C,17.17,30,No,No,Yes,Yes,0.0,0,669.63,4710.28,4,"(24, 48]",4
8571-ZCMCX,36.654614,-119.903674,Female,No,Yes,Yes,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.0,2768.65,No,0,37,No,Yes,2,VKWJBI1843,35790,Yes,1,No Offer,0.0,25,Yes,No,Yes,Yes,0.0,0,0.0,2768.65,3,"(24, 48]",3
1169-WCVAK,36.822715,-119.761826,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.8,1672.35,No,0,42,No,Yes,0,GHYDEO1781,29337,Yes,1,Offer D,34.05,20,No,Yes,No,Yes,0.0,0,646.95,2319.3,3,"(12, 24]",3
7129-CAKJW,36.732694,-119.783786,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,No,0,62,No,No,0,IAZIFN2442,6848,No,0,Offer D,44.96,29,Yes,No,No,Yes,0.0,0,764.32,2109.97,5,"(12, 24]",5
8695-ARGXZ,36.78979,-119.929894,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,2425.4,No,0,66,No,Yes,0,KFFZFC7333,60889,Yes,1,No Offer,2.07,16,No,No,No,Yes,0.0,0,70.38,2495.78,5,"(24, 48]",5
3570-YUEKJ,36.623632,-119.741322,Female,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,2077.95,No,0,40,No,No,0,GVSWDZ4847,21010,No,0,No Offer,8.71,23,No,No,No,Yes,0.0,0,365.82,2443.77,5,"(24, 48]",5
1555-HAPSU,36.751489,-119.68072,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,No,Credit card (automatic),23.9,1663.5,No,0,25,Yes,Yes,2,YCGFFJ5774,54701,Yes,1,Offer A,29.41,0,No,No,No,No,0.0,0,2088.11,3751.61,5,"(60, 72]",5
1697-NVVGY,36.757345,-119.818274,Male,Yes,Yes,No,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,1286.05,No,0,71,No,Yes,0,SSVIHY6336,16346,Yes,1,No Offer,30.44,26,Yes,No,No,Yes,0.0,0,578.36,1864.41,4,"(12, 24]",4
8464-EETCQ,36.667794,-121.601306,Male,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Credit card (automatic),18.8,1094.35,No,0,45,No,No,0,BJEFQP7683,58548,No,0,No Offer,19.69,0,No,No,No,No,0.0,0,1122.33,2216.68,5,"(48, 60]",5
2419-FSORS,36.722898,-121.633648,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.4,7719.5,No,0,29,Yes,Yes,0,SBNWYW6217,53946,Yes,8,Offer A,10.68,59,Yes,Yes,Yes,Yes,0.0,0,768.96,8488.46,4,"(60, 72]",4
8132-YPVBX,36.77462,-121.664714,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,No,0,28,Yes,No,0,OXKCMW5949,22292,No,0,No Offer,40.64,51,No,No,Yes,Yes,0.0,0,243.84,758.44,5,"(0, 12]",5
6754-LZUKA,36.092975,-121.549826,Male,No,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.9,4932.5,No,0,29,Yes,Yes,0,AQTCRZ3742,1006,Yes,1,No Offer,23.31,51,Yes,No,Yes,Yes,0.0,0,1421.91,6354.41,3,"(60, 72]",3
8099-MZPUJ,36.460611,-121.852507,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.8,5443.65,No,0,49,No,Yes,2,LFUDCG7288,13121,Yes,10,No Offer,12.57,18,Yes,Yes,Yes,Yes,0.0,0,603.36,6047.01,3,"(24, 48]",3
0787-LHDYT,36.414611,-121.6386,Male,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),20.6,330.25,No,0,36,No,No,0,IYJENI4644,6691,No,0,Offer D,33.44,0,No,No,No,No,0.0,0,535.04,865.29,3,"(12, 24]",3
0374-IOEGQ,36.52588,-121.396719,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,122.7,No,0,62,No,No,0,OONKIF1271,9023,No,0,No Offer,15.59,27,No,No,No,Yes,0.0,0,46.77,169.47,4,"(0, 12]",4
3197-NNYNB,35.930782,-121.189757,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.1,6631.85,No,0,47,No,No,0,XZFFOJ1288,254,No,0,Offer B,27.75,30,Yes,No,Yes,Yes,0.0,0,1803.75,8435.6,3,"(60, 72]",3
3396-DKDEL,36.220761,-120.980777,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8250,No,0,45,No,Yes,3,ZMELUO5557,14477,Yes,3,Offer A,11.36,53,Yes,Yes,Yes,Yes,0.0,0,795.2,9045.2,4,"(60, 72]",4
1752-OZXFY,35.989792,-121.055933,Male,No,Yes,No,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,59.8,3561.15,No,0,39,No,Yes,0,JPVOJH8615,538,Yes,6,Offer B,15.24,16,No,No,No,Yes,0.0,0,914.4,4475.55,3,"(48, 60]",3
9066-QRSDU,36.689582,-121.758398,Female,No,Yes,No,Yes,Yes,No,No,No,No,No internet service,No,No,One year,Yes,Electronic check,26.3,1763.55,No,0,23,Yes,Yes,0,SELPYK9183,21759,Yes,7,Offer A,22.08,0,No,No,No,No,0.0,0,1523.52,3287.07,4,"(60, 72]",4
9112-WSNPU,36.362741,-121.869685,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.55,2419,No,0,65,No,No,0,ZQYZPI4136,32857,No,0,No Offer,16.91,30,No,No,No,Yes,0.0,0,591.85,3010.85,4,"(24, 48]",4
9867-NNXLC,36.618337,-121.926417,Female,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,20.05,470.2,No,0,43,No,No,0,MKNDGR8633,15449,No,0,Offer D,33.92,0,No,No,No,No,0.0,0,746.24,1216.44,5,"(12, 24]",5
5321-NTRKC,36.587497,-121.944815,Male,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.85,5234.95,No,0,25,Yes,Yes,1,EDTGQN8352,4602,Yes,8,Offer A,35.01,59,Yes,No,Yes,Yes,0.0,0,2310.66,7545.61,5,"(60, 72]",5
3161-GETRM,36.414216,-121.360597,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.05,3097,No,0,61,No,Yes,3,BMHMBJ4379,13003,Yes,10,Offer C,20.05,57,Yes,No,Yes,Yes,0.0,0,681.7,3778.7,4,"(24, 48]",4
0402-OAMEN,36.624641,-121.647195,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),24.45,1709.1,No,0,36,No,Yes,1,QXJHCK5264,407,Yes,4,Offer A,20.56,0,No,No,No,No,0.0,0,1480.32,3189.42,3,"(60, 72]",3
6933-VLYFX,37.509366,-122.306132,Male,No,Yes,Yes,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,59.95,1848.8,No,0,64,No,Yes,2,CROWAU9173,25566,Yes,7,Offer C,0.0,25,Yes,Yes,Yes,Yes,0.0,0,0.0,1848.8,3,"(24, 48]",3
6754-WKSHP,37.684694,-122.40712,Male,No,No,Yes,Yes,Yes,No,No,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),25.35,723.3,No,0,61,No,No,2,CEXNDN1855,3635,No,0,Offer C,4.27,0,No,No,No,No,0.0,0,128.1,851.4,3,"(24, 48]",3
4976-LNFVV,37.680844,-122.48131,Male,Yes,Yes,No,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),34.3,577.15,No,0,65,No,Yes,0,OZHXYV3872,63337,Yes,6,No Offer,0.0,14,Yes,No,No,Yes,0.0,0,0.0,577.15,5,"(12, 24]",5
5055-MGMGF,37.45567,-122.407992,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,6914.95,No,0,35,No,Yes,0,RBTREM8114,17929,Yes,3,Offer B,40.71,23,Yes,No,Yes,No,0.0,60,2646.15,9621.1,3,"(60, 72]",3
4641-FROLU,37.285677,-122.224165,Female,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Mailed check,19.3,602.9,No,0,49,No,Yes,1,VQZFWY9371,1622,Yes,8,Offer C,11.6,0,No,No,No,No,0.0,0,348.0,950.9,4,"(24, 48]",4
2862-JVEOY,37.266388,-122.26308,Male,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,One year,No,Mailed check,19.15,124.4,No,0,33,No,No,0,NWDWMK3261,148,No,0,No Offer,10.54,0,No,No,No,No,0.0,0,63.24,187.64,5,"(0, 12]",5
2969-QWUBZ,37.349546,-122.134356,Female,No,No,No,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.4,96.8,No,0,53,No,No,0,BJKOYI9517,18486,No,0,No Offer,0.0,21,No,No,Yes,Yes,0.0,0,0.0,96.8,5,"(0, 12]",5
9822-BIIGN,37.352911,-122.093002,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.85,3827.9,No,0,61,No,Yes,3,WSZEKA1743,21496,No,0,Offer B,27.56,26,No,Yes,Yes,Yes,0.0,0,1460.68,5288.58,4,"(48, 60]",4
2077-MPJQO,37.449551,-122.183762,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,533.05,No,0,80,No,Yes,0,YGSNSP8784,39062,Yes,2,No Offer,21.37,21,No,No,No,Yes,0.0,0,149.59,682.64,4,"(0, 12]",4
1534-OULXE,37.454924,-122.203168,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),49.7,2961.4,No,0,34,No,Yes,2,IFMECT5371,6876,Yes,2,Offer B,42.85,11,No,No,No,Yes,0.0,0,2613.85,5575.25,3,"(60, 72]",3
2971-SGAFL,37.601248,-122.403099,Female,No,No,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,No,0,34,No,No,0,ASUBWR4728,20350,No,0,Offer D,38.4,23,Yes,No,Yes,No,0.0,50,499.2,1544.55,4,"(12, 24]",4
1480-IVEVR,37.540582,-122.509594,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),81.6,2815.25,No,0,76,No,Yes,0,WIUCKA7156,2346,Yes,2,No Offer,4.16,28,Yes,No,No,Yes,0.0,0,145.6,2960.85,3,"(24, 48]",3
2905-KFQUV,37.515556,-122.502311,Female,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.4,154.8,No,0,61,No,Yes,0,NPLXAU1483,3064,Yes,9,No Offer,7.49,14,No,No,No,Yes,0.0,0,14.98,169.78,3,"(0, 12]",3
3370-HXOPH,37.388349,-122.075299,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.1,257.6,No,0,50,No,No,0,HYUXZU7614,13483,No,0,No Offer,14.35,17,No,No,No,Yes,0.0,0,43.05,300.65,4,"(0, 12]",4
9391-YZEJW,37.419725,-122.062947,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,5757.2,No,0,42,No,No,0,JLMXKN9949,27822,No,0,Offer B,32.29,26,No,No,Yes,Yes,0.0,0,2001.98,7759.18,3,"(60, 72]",3
9958-MEKUC,37.573633,-122.455167,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),103.95,7517.7,No,0,26,Yes,Yes,2,HEHCPX2563,38885,Yes,1,Offer A,45.93,30,Yes,Yes,Yes,Yes,0.0,0,3306.96,10824.66,3,"(60, 72]",3
0281-CNTZX,37.22565,-122.297533,Male,No,Yes,No,Yes,No,No,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),19.95,1234.8,No,0,56,No,Yes,0,JUQZYQ8953,2055,Yes,2,Offer B,38.36,0,No,No,No,No,0.0,0,2416.68,3651.48,3,"(60, 72]",3
4118-CEVPF,37.410567,-122.297152,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.8,3836.3,No,0,74,No,No,0,FDNXQI2361,25569,No,0,No Offer,32.92,22,Yes,Yes,Yes,No,0.0,110,1152.2,5098.5,3,"(24, 48]",3
9114-VEPUF,37.527497,-122.230941,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,96.1,6001.45,No,0,19,Yes,Yes,0,OZDJGX6525,10658,Yes,4,Offer B,30.51,41,No,No,Yes,Yes,0.0,0,1891.62,7893.07,4,"(60, 72]",4
7876-BEUTG,37.624436,-122.430661,Female,No,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,720.1,No,0,34,No,No,0,QRJKJV7875,39566,No,0,Offer D,26.54,18,No,No,No,Yes,0.0,0,398.1,1118.2,4,"(12, 24]",4
2338-BQEZT,37.497915,-122.267361,Female,No,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.55,2832.75,No,0,38,No,No,0,NGADTG8851,28098,No,0,Offer B,3.62,17,No,No,No,Yes,0.0,0,199.1,3031.85,3,"(48, 60]",3
9873-MNDKV,37.331762,-122.341444,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.65,472.25,No,0,59,No,No,0,SMSTSX3399,291,No,0,Offer D,29.16,3,No,No,No,Yes,0.0,0,320.76,793.01,3,"(0, 12]",3
8241-JUIQO,37.378541,-122.020456,Female,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),19.45,1336.35,No,0,24,Yes,No,0,DFLYRG9666,64010,No,0,Offer B,25.91,0,No,No,No,No,0.0,0,1580.51,2916.86,4,"(60, 72]",4
2194-IIQOF,37.3511,-122.037311,Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.3,6388.65,No,0,38,No,Yes,0,PGYNKL1892,50070,Yes,7,Offer A,19.9,27,Yes,Yes,Yes,Yes,0.0,0,1412.9,7801.55,3,"(60, 72]",3
9631-RXVJM,37.7795,-122.419233,Male,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Mailed check,19.25,677.9,No,0,33,No,No,0,OIJYXX9998,28998,No,0,Offer C,4.24,0,No,No,No,No,0.0,0,148.4,826.3,4,"(24, 48]",4
9584-EXCDZ,37.773147,-122.411287,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.5,1165.6,No,0,53,No,No,0,OAKWQP3451,23036,No,0,Offer D,41.78,16,No,No,No,Yes,0.0,0,710.26,1875.86,3,"(12, 24]",3
5093-FEGLU,37.789168,-122.395009,Female,No,Yes,No,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),19.65,921.55,No,0,21,Yes,Yes,0,TSBKQO4311,2066,Yes,1,Offer B,45.9,0,No,No,No,No,0.0,0,2157.3,3078.85,5,"(24, 48]",5
2621-UDNLU,37.768881,-122.395521,Female,No,Yes,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,20.85,72,No,0,35,No,Yes,0,FHJZSN7999,17372,Yes,9,No Offer,11.77,0,No,No,No,No,0.0,0,35.31,107.31,3,"(0, 12]",3
7526-IVLYU,37.791998,-122.408653,Male,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,19.65,68.35,No,0,46,No,No,0,OMXUCB9513,13723,No,0,No Offer,35.59,0,No,No,No,No,0.0,0,106.77,175.12,5,"(0, 12]",5
2428-HYUNX,37.794487,-122.42227,Male,Yes,Yes,No,Yes,No,No,No,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),19.35,847.25,No,0,74,No,Yes,0,QYVNSF1248,56330,Yes,4,No Offer,1.89,0,No,No,No,No,0.0,0,83.16,930.41,5,"(24, 48]",5
9214-EKVXR,37.750021,-122.415201,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.0,44,No,0,51,No,No,0,LBLODD7571,74641,No,0,No Offer,26.15,26,No,No,No,Yes,0.0,0,26.15,70.15,4,"(0, 12]",4
3410-MHHUM,37.801776,-122.402293,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,94.4,4295.35,No,0,40,No,Yes,2,QTKKZY5453,3337,Yes,4,Offer B,24.71,27,Yes,No,Yes,No,0.0,40,1087.24,5422.59,5,"(24, 48]",5
2122-YWVYA,37.74441,-122.486764,Female,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1380.4,No,0,44,No,No,0,OFYWQE3341,42959,No,0,Offer D,15.01,22,No,No,No,Yes,0.0,0,270.18,1650.58,4,"(12, 24]",4
2296-DKZFP,37.781304,-122.461522,Female,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),71.0,4386.2,No,0,25,Yes,Yes,0,ZDZBNB7123,38955,Yes,1,Offer B,1.29,51,Yes,No,Yes,Yes,0.0,0,83.85,4470.05,4,"(60, 72]",4
8909-BOLNL,37.800254,-122.436975,Male,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,One year,No,Mailed check,21.2,52.05,No,0,40,No,No,0,TEGDUC2115,22920,No,0,No Offer,12.05,0,No,No,No,No,0.0,0,36.15,88.2,5,"(0, 12]",5
6603-YRDCJ,37.731505,-122.384532,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.05,2018.4,No,0,19,Yes,Yes,0,VYLMUG3516,33177,Yes,3,Offer C,15.89,52,No,Yes,No,Yes,0.0,0,524.37,2542.77,3,"(24, 48]",3
3229-USWAR,37.797526,-122.464531,Female,No,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.95,2727.3,No,0,40,No,No,0,NAWPCQ2537,2240,No,0,Offer C,5.32,23,Yes,Yes,Yes,Yes,0.0,0,180.88,2908.18,4,"(24, 48]",4
2138-VFAPZ,37.820894,-122.369725,Female,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,Yes,Mailed check,19.7,263.65,No,0,40,No,Yes,1,LAQWNY8825,1458,Yes,8,Offer D,15.33,0,No,No,No,No,0.0,0,214.62,478.27,4,"(12, 24]",4
6131-JLWZM,37.746699,-122.442833,Female,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,20.3,275.4,No,0,27,Yes,No,0,QLPTUH9981,27906,No,0,Offer D,22.01,0,No,No,No,No,0.0,0,286.13,561.53,4,"(12, 24]",4
0269-XFESX,37.802071,-122.411004,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No internet service,No,No,One year,No,Mailed check,24.35,538.5,No,0,22,Yes,Yes,3,MOZISF8872,26831,Yes,1,No Offer,48.02,0,No,No,No,No,0.0,0,1104.46,1642.96,5,"(12, 24]",5
1709-EJDOX,37.721052,-122.413573,Female,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Mailed check,19.75,948.9,No,0,33,No,Yes,3,KPMWYO1291,40137,Yes,10,Offer B,41.54,0,No,No,No,No,0.0,0,1952.38,2901.28,3,"(24, 48]",3
4316-XCSLJ,37.444314,-122.149996,Male,No,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,846.8,No,0,35,No,No,3,LXMTCU9526,16198,No,0,No Offer,45.61,53,No,No,No,Yes,0.0,0,775.37,1622.17,3,"(12, 24]",3
9693-XMUOB,37.386978,-122.177746,Male,Yes,Yes,No,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.25,2997.45,No,0,65,No,Yes,0,KTWLGH1531,1723,Yes,4,No Offer,0.0,23,No,No,Yes,Yes,0.0,0,0.0,2997.45,4,"(48, 60]",4
0383-CLDDA,37.424342,-122.165641,Female,No,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.35,5897.4,No,0,42,No,No,0,REEXNI5478,13386,No,0,Offer A,18.47,28,Yes,Yes,Yes,Yes,0.0,0,1274.43,7171.83,3,"(60, 72]",3
2709-UQGNP,37.590421,-122.306467,Male,No,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.65,524.5,No,0,38,No,No,0,VMTYVD8758,32488,No,0,No Offer,49.04,23,No,No,No,Yes,0.0,0,490.4,1014.9,4,"(0, 12]",4
3549-ZTMNH,37.556634,-122.317723,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),24.0,269.65,No,0,56,No,Yes,1,UTIMIP9499,23393,No,0,No Offer,26.17,0,No,No,No,No,0.0,0,314.04,583.69,3,"(0, 12]",3
8033-ATFAS,37.556094,-122.272437,Female,No,Yes,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,59.85,2341.5,No,0,32,No,Yes,2,FJYDSE4443,31882,Yes,4,Offer C,48.14,23,Yes,No,No,Yes,0.0,0,1877.46,4218.96,3,"(24, 48]",3
1635-NZATJ,37.774633,-122.274434,Male,Yes,Yes,No,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,No,Credit card (automatic),25.45,1789.65,No,0,80,No,Yes,0,EEWZXU9183,58555,Yes,3,Offer A,37.25,0,No,No,No,No,0.0,0,2644.75,4434.4,5,"(60, 72]",5
0562-HKHML,37.724817,-122.224363,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,No,Credit card (automatic),23.9,1626.4,No,0,39,No,Yes,1,JSJNNK2427,13996,Yes,9,Offer A,18.99,0,No,No,No,No,0.0,0,1348.29,2974.69,4,"(60, 72]",4
8277-RVRSV,37.791481,-121.903253,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,No internet service,No,No,One year,No,Credit card (automatic),24.15,800.3,No,0,22,Yes,Yes,1,ZYSJCT5378,19777,Yes,3,Offer C,1.71,0,No,No,No,No,0.0,0,56.43,856.73,4,"(24, 48]",4
9943-VSZUV,37.855717,-121.994813,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.7,5060.85,No,0,75,No,No,0,AVBDIH7934,15187,No,0,Offer A,39.89,19,No,No,No,Yes,0.0,0,2672.63,7733.48,4,"(60, 72]",4
7054-ENNGU,38.113533,-122.11926,Female,No,Yes,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.85,466.6,No,0,19,Yes,Yes,0,FQDWHS6149,25578,Yes,4,No Offer,12.59,76,No,No,No,Yes,0.0,0,113.31,579.91,4,"(0, 12]",4
